"class","family","species","angle","mimicType","webUrl","antennalIllusion","background","right","wrong","accuracy","decisionTimeMean","decisionTimeSD"
"Insecta","Formicidae","Dolichoderus scabridus","Lateral","model","images/487.jpg",FALSE,"Natural",124,3,0.0236220472440945,2270.13385826772,957.286404226831
"Arachnida","Salticidae","Cosmophasis bitaeniata","Dorsal","mimic","images/516.jpg",FALSE,"Natural",52,2,0.037037037037037,2046.27777777778,795.013051196222
"Arachnida","Salticidae","Cosmophasis bitaeniata","Anterior","mimic","images/517.jpg",FALSE,"Natural",50,3,0.0566037735849057,1841.11320754717,593.333693256143
"Arachnida","Thomisidae","Amyciaea albomaculata","Posterior","mimic","images/524.jpg",FALSE,"Natural",102,21,0.170731707317073,2378.11382113821,820.084443905187
"Arachnida","Salticidae","Cosmophasis bitaeniata","Lateral","mimic","images/532.jpg",FALSE,"Natural",59,7,0.106060606060606,2036.04545454545,801.95909030167
"Arachnida","Corinnidae","Poecilipta sp1","Dorsal","mimic","images/606.jpg",FALSE,"Natural",114,10,0.0806451612903226,2443.86290322581,952.904471744769
"Arachnida","Salticidae","Myrmarachne luctuosa","Dorsal","mimic","images/85.jpg",FALSE,"Natural",109,12,0.0991735537190083,2504.37190082645,1039.67773157705
"Insecta","Formicidae","Idiomyrmex sp.","Lateral","model","images/A001.jpg",FALSE,"Natural",68,4,0.0555555555555556,2498.94444444444,1065.36029597991
"Insecta","Formicidae","Orectognathus versicolor","Dorsal","model","images/A002.jpg",FALSE,"Natural",60,15,0.2,2738.28,1061.23009400998
"Insecta","Formicidae","Polyrhachis rufifemur","Dorsal","model","images/A003.jpg",FALSE,"Natural",58,13,0.183098591549296,2638.12676056338,1099.64483785289
"Insecta","Formicidae","Polyrhachis rufifemur","Lateral","model","images/A004.jpg",FALSE,"Natural",64,3,0.0447761194029851,2184.61194029851,940.153693999081
"Insecta","Formicidae","Polyrhachis rufifemur","Lateral","model","images/A005.jpg",FALSE,"Natural",76,4,0.05,2369.175,1071.71086190212
"Insecta","Formicidae","Polyrhachis daemeli","Dorsal","model","images/A006.jpg",FALSE,"Natural",65,2,0.0298507462686567,2320.4776119403,936.907960264151
"Insecta","Formicidae","Myrmecia nigrocincta","Lateral","model","images/A007.jpg",FALSE,"Natural",66,2,0.0294117647058824,2595.77941176471,1459.37132084576
"Insecta","Formicidae","Myrmecia nigrocincta","Dorsal","model","images/A008.jpg",FALSE,"Natural",76,5,0.0617283950617284,2243.38271604938,944.711550790786
"Insecta","Formicidae","Myrmecia nigrocincta","Dorsal","model","images/A009.jpg",FALSE,"Natural",71,2,0.0273972602739726,2521.2602739726,1214.43153170752
"Insecta","Formicidae","Dolichoderus sp.","Anterior","model","images/A010.jpg",FALSE,"Natural",67,1,0.0147058823529412,2074.88235294118,739.015208564684
"Insecta","Formicidae","Dolichoderus sp.","Dorsal","model","images/A011.jpg",FALSE,"Natural",66,1,0.0149253731343284,2115.55223880597,1016.4027817032
"Arachnida","Corinnidae","Leichhardteus albofasciatus","Dorsal","non-mimic","images/GJA-5324.jpg",FALSE,"Natural",59,0,0,2096.1186440678,732.828061989652
"Arachnida","Sparassidae","Holconia sp","Dorsal","non-mimic","images/IMG_1990.jpg",FALSE,"Natural",105,0,0,1745.78095238095,491.564300140034
"Arachnida","Sparassidae","Holconia sp","Anterior","non-mimic","images/IMG_2003.jpg",FALSE,"Natural",110,3,0.0265486725663717,2003.93805309735,664.607232065701
"Insecta","Formicidae","Polyrhachis sp.","Dorsal","model","images/IMG_4460.jpg",FALSE,"Natural",57,15,0.208333333333333,2682.83333333333,1117.76159618923
"Insecta","Formicidae","Formicid sp.","Dorsal","model","images/IMG_4510.jpg",FALSE,"Natural",76,5,0.0617283950617284,2429.25925925926,1024.21177958684
"Insecta","Formicidae","Dolichoderus scabridus","Dorsal","model","images/IMG_5789.jpg",FALSE,"Natural",68,0,0,2147.41176470588,967.890092368086
"Insecta","Formicidae","Myrmecia sp.","Dorsal","model","images/IMG_7019.jpg",FALSE,"Natural",80,0,0,2288.8,925.991188409835
"Insecta","Formicidae","Camponotus sp.","Dorsal","model","images/IMG_7181.jpg",FALSE,"Natural",79,2,0.0246913580246914,2113.41975308642,797.226032317647
"Insecta","Formicidae","Leptomyrmex sp.","Dorsal","model","images/IMG_8113.jpg",FALSE,"Natural",56,4,0.0666666666666667,2682.73333333333,1298.37089405573
"Insecta","Formicidae","Dolichoderus scabridus","Dorsal","model","images/IMG_8184.jpg",FALSE,"Natural",65,5,0.0714285714285714,2268.81428571429,1005.48974717648
"Insecta","Formicidae","Formicid sp.","Lateral","model","images/IMG_8943.jpg",FALSE,"Natural",65,12,0.155844155844156,2451.98701298701,923.76729374178
"Arachnida","Salticidae","Myrmapana plataleoides","Dorsal","mimic","images/s01.jpg",FALSE,"Natural",23,25,0.520833333333333,2540.10416666667,1083.27806767107
"Insecta","Formicidae","Formicid sp.","Dorsal","model","images/s02.jpg",FALSE,"Natural",48,3,0.0588235294117647,2178.47058823529,841.481416382826
"Insecta","Formicidae","Formicid sp.","Lateral","model","images/s03.jpg",FALSE,"Natural",58,0,0,1961.98275862069,588.967830157707
"Insecta","Formicidae","Formicid sp.","Anterior","model","images/s04.jpg",FALSE,"Natural",53,3,0.0535714285714286,2160.98214285714,869.268542899905
"Insecta","Formicidae","Formicid sp.","Dorsal","model","images/s05.jpg",FALSE,"Natural",41,1,0.0238095238095238,2069.02380952381,851.039636464668
"Insecta","Formicidae","Formicid sp.","Anterior","model","images/s06.jpg",FALSE,"Natural",47,0,0,1881.48936170213,683.646357611646
"Insecta","Formicidae","Formicid sp.","Lateral","model","images/s07.jpg",FALSE,"Natural",41,4,0.0888888888888889,2083.82222222222,810.183993942366
"Insecta","Formicidae","Formicid sp.","Anterior","model","images/s08.jpg",FALSE,"Natural",40,0,0,1805.075,665.151511080226
"Insecta","Formicidae","Formicid sp.","Lateral","model","images/s09.jpg",FALSE,"Natural",43,2,0.0444444444444444,2013.55555555556,689.327885946473
"Insecta","Formicidae","Formicid sp.","Lateral","model","images/s10.jpg",FALSE,"Natural",61,1,0.0161290322580645,1823.11290322581,598.99774500352
"Insecta","Formicidae","Formicid sp.","Lateral","model","images/s11.jpg",FALSE,"Natural",53,0,0,1876.47169811321,632.974559088144
"Insecta","Formicidae","Formicid sp.","Dorsal","model","images/s12.jpg",FALSE,"Natural",50,0,0,1855.5,540.514616842513
"Insecta","Formicidae","Formicid sp.","Lateral","model","images/s13.jpg",FALSE,"Natural",53,0,0,1837.07547169811,731.865946348957
"Insecta","Formicidae","Formicid sp.","Lateral","model","images/s14.jpg",FALSE,"Natural",52,2,0.037037037037037,2077.7962962963,943.452219138492
"Insecta","Formicidae","Formicid sp.","Dorsal","model","images/s15.jpg",FALSE,"Natural",58,0,0,2040.08620689655,822.644095722728
"Insecta","Formicidae","Formicid sp.","Lateral","model","images/s17.jpg",FALSE,"Natural",57,1,0.0172413793103448,1851.08620689655,754.819817804403
"Insecta","Formicidae","Formicid sp.","Lateral","model","images/s20.jpg",FALSE,"Natural",51,1,0.0192307692307692,2000.96153846154,864.33580895886
"Insecta","Formicidae","Formicid sp.","Lateral","model","images/s21.jpg",FALSE,"Natural",51,3,0.0555555555555556,2023.2037037037,580.572111446802
"Arachnida","Corinnidae","Aetius nocturnus","Dorsal","mimic","images/s22.jpg",FALSE,"Natural",50,5,0.0909090909090909,2048.54545454545,790.241637170458
"Arachnida","Corinnidae","Castineira cingulata","Dorsal","mimic","images/Z002.jpg",FALSE,"Natural",76,2,0.0256410256410256,2253.74358974359,935.835239632274
"Arachnida","Corinnidae","Corrinnomma sp.","Dorsal","mimic","images/Z003.jpg",FALSE,"Natural",61,2,0.0317460317460317,1992.80952380952,747.459155365758
"Arachnida","Corinnidae","Corrinnomma sp.","Anterior","mimic","images/Z005.jpg",FALSE,"Natural",62,8,0.114285714285714,2414.54285714286,1213.31378411207
"Arachnida","Corinnidae","Sphecotypus niger","Dorsal","mimic","images/Z010.jpg",FALSE,"Natural",40,32,0.444444444444444,2536.13888888889,1112.29300407629
"Arachnida","Salticidae","Neon nelli","Dorsal","non-mimic","images/Z012.jpg",FALSE,"Natural",70,0,0,1887.11428571429,524.736802013318
"Arachnida","Salticidae","Neon nelli","Lateral","non-mimic","images/Z013.jpg",FALSE,"Natural",72,1,0.0136986301369863,2014.27397260274,930.609690535577
"Arachnida","Salticidae","Neon nelli","Anterior","non-mimic","images/Z014.jpg",FALSE,"Natural",73,0,0,1931.86301369863,614.842489203276
"Arachnida","Corinnidae","Nyssus avidus","Dorsal","non-mimic","images/Z015.jpg",FALSE,"Natural",69,1,0.0142857142857143,1941.47142857143,608.893263567778
"Arachnida","Salticidae","Abracadabrella elegans","Posterior","non-mimic","images/Z016.jpg",FALSE,"Natural",76,4,0.05,2140.55,784.025718061773
"Arachnida","Salticidae","Abracadabrella elegans","Lateral","non-mimic","images/Z017.jpg",FALSE,"Natural",86,0,0,2020.16279069767,682.531720624033
"Arachnida","Salticidae","Abracadabrella elegans","Dorsal","non-mimic","images/Z018.jpg",FALSE,"Natural",79,0,0,1849.26582278481,634.374893383561
"Arachnida","Salticidae","Helpis minitabunda","Dorsal","non-mimic","images/Z019.jpg",FALSE,"Natural",65,0,0,1724.07692307692,541.158777176703
"Arachnida","Salticidae","Ligonipes lacertosus","Dorsal","mimic","images/Z020.jpg",FALSE,"Natural",62,8,0.114285714285714,2249.74285714286,804.275003183203
"Arachnida","Salticidae","Ligonipes lacertosus","Lateral","mimic","images/Z021.jpg",FALSE,"Natural",70,16,0.186046511627907,2837.55813953488,1317.97994811714
"Arachnida","Corinnidae","Battalus byrneae","Anterior","non-mimic","images/Z022.jpg",FALSE,"Natural",76,2,0.0256410256410256,2129.60256410256,713.543932697521
"Arachnida","Corinnidae","Copa kabana","Dorsal","non-mimic","images/Z023.jpg",FALSE,"Natural",82,0,0,1958.57317073171,512.607062722301
"Arachnida","Corinnidae","Disnyssus judidenchae","Dorsal","non-mimic","images/Z024.jpg",FALSE,"Natural",78,2,0.025,2020.225,772.885452973286
"Arachnida","Corinnidae","Iridonyssus formicans","Dorsal","non-mimic","images/Z025.jpg",FALSE,"Natural",82,0,0,1978.40243902439,702.009617248957
"Arachnida","Corinnidae","Leichhardteus albofasciatus","Posterior","non-mimic","images/Z026.jpg",FALSE,"Natural",69,0,0,1842.4347826087,749.008393070482
"Arachnida","Corinnidae","Leichhardteus conopalpis","Dorsal","non-mimic","images/Z027.jpg",FALSE,"Natural",86,2,0.0227272727272727,1945.56818181818,568.033020641569
"Arachnida","Salticidae","Ligonipes lacertosus","Lateral","mimic","images/Z028.jpg",FALSE,"Natural",22,42,0.65625,2410.3125,1351.73776308821
"Arachnida","Corinnidae","Nyssus coloripes","Dorsal","non-mimic","images/Z032.jpg",FALSE,"Natural",85,0,0,1800.23529411765,560.238377135739
"Arachnida","Corinnidae","Nyssus luteofinis","Lateral","mimic","images/Z033.jpg",FALSE,"Natural",66,3,0.0434782608695652,2328.01449275362,1396.76113260342
"Arachnida","Corinnidae","Nyssus paradoxus","Anterior","non-mimic","images/Z034.jpg",FALSE,"Natural",71,3,0.0405405405405405,2085.58108108108,743.611163061013
"Arachnida","Corinnidae","Nyssus supunnoides","Dorsal","non-mimic","images/Z037.jpg",FALSE,"Natural",70,1,0.0140845070422535,2138.71830985915,972.894858261358
"Arachnida","Corinnidae","Nyssus albopunctatus","Dorsal","non-mimic","images/Z038.jpg",FALSE,"Natural",79,1,0.0125,1841.1875,643.652947089865
"Arachnida","Corinnidae","Nyssus luteofinis","Lateral","mimic","images/Z039.jpg",FALSE,"Natural",56,12,0.176470588235294,2516.30882352941,1265.45437839599
"Arachnida","Corinnidae","Iridonyssus kohouti","Dorsal","mimic","images/Z040.jpg",FALSE,"Natural",71,7,0.0897435897435897,2609.0641025641,1063.96123769525
"Arachnida","Corinnidae","Nyssus coloripes","Lateral","mimic","images/Z041.jpg",FALSE,"Natural",72,2,0.027027027027027,2101.78378378378,904.720077351868
"Arachnida","Salticidae","Myrmarachne erythrocephala","Lateral","mimic","images/146.jpg",TRUE,"Natural",32,39,0.549295774647887,2696.2676056338,1196.45405807263
"Arachnida","Salticidae","Myrmarachne erythrocephala","Posterior","mimic","images/147.jpg",TRUE,"Natural",33,39,0.541666666666667,2540.70833333333,1020.17723449837
"Arachnida","Salticidae","Damoetas nitidus","Dorsal","mimic","images/1547.jpg",TRUE,"Natural",64,7,0.0985915492957746,2392.23943661972,1117.83297327321
"Arachnida","Salticidae","Myrmarachne erythrocephala","Dorsal","mimic","images/303.jpg",TRUE,"Natural",39,25,0.390625,2603.75,1093.2856842114
"Arachnida","Salticidae","Myrmarachne macleayana","Lateral","mimic","images/943.jpg",TRUE,"Natural",32,43,0.573333333333333,2506.41333333333,1218.19219285741
"Arachnida","Salticidae","Myrmarachne sp 2","Anterior","mimic","images/GJA-4522.jpg",TRUE,"Natural",55,11,0.166666666666667,2464.5,1291.01429712634
"Arachnida","Corinnidae","Corrinnomma sp.","Lateral","mimic","images/Z004.jpg",TRUE,"Natural",59,21,0.2625,2390.4,1059.60776836753
"Arachnida","Corinnidae","Myrmecotypus rettenmeyeri","Anterior","mimic","images/Z008.jpg",TRUE,"Natural",38,35,0.479452054794521,2624.65753424658,1141.30181784733
"Arachnida","Corinnidae","Sphecotypus niger","Anterior","mimic","images/Z009.jpg",TRUE,"Natural",26,39,0.6,2674.30769230769,1230.4296241948
"Arachnida","Salticidae","Myrmarachne macaulayi","Dorsal","mimic","images/Z029.jpg",TRUE,"Natural",29,56,0.658823529411765,2614.24705882353,1279.5093731014
"Arachnida","Salticidae","Myrmarachne macaulayi","Lateral","mimic","images/Z030.jpg",TRUE,"Natural",53,27,0.3375,2644.25,1258.81759368751
"Arachnida","Salticidae","Myrmarachne macaulayi","Posterior","mimic","images/Z031.jpg",TRUE,"Natural",22,47,0.681159420289855,2447.97101449275,1092.54312030955
