angle,outlineId,file,species,specimenId,mimicType,ptype,state,source,camera,rating,ftype,url,imageabletype,imageableid,created_at,updated_at,photoDescription,id,kingdom,phylum,class,order,family,genus,taxonRank,scientificName,scientificNameAuthorship,vernacularName,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,elevation,locationRemarks,time,day,month,year,recordedBy,siteId,description,individualCount,bodylength,sex,lifeStage,form,notes,idconfidence,other,ref,disposition,numphotos,Unique.ID,Unique.qualifier,Species,Ant.mimic.,Potential.Source.for.image,Image.found,Aspect,Sex,Notes,Done.,File,File.exists.,Adjustments..angle.adjustments..interpolation.,Notes.1
Lateral,MCZ79128-,../data/MCZ79128_lateral_interpolated.jpg,Mazax pax,MCZ79128,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCZ79128,,Mazax pax,Yes,Michael's images or taxonomic paper,Mazax_pax_lateral_X50_image2,Lateral,Female,Photo,Yes,MCZ79128_lateral_interpolated.jpg,,Interpolated,
Dorsal,MCZ28153-,../data/MCZ28153_dorsal.jpg,Mazax spinosa,MCZ28153,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCZ28153,,Mazax spinosa,Yes,Michael's images or taxonomic paper,Mazax_spinosa_dorsal_X50_image3,Dorsal,Female,Photo,Yes,MCZ28153_dorsal.jpg,,,
Lateral,MCZ28153-,../data/MCZ28153_lateral.jpg,Mazax spinosa,MCZ28153,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCZ28153,,Mazax spinosa,Yes,Michael's images or taxonomic paper,Mazax_spinosa_lateral_X50_image2,Lateral,Female,Photo,Yes,MCZ28153_lateral.jpg,,,
Dorsal,1117,../data/outline1cb032c373c.JPG,Myandra bicincta,512,mimic,Outline,Dry,Photo 1111,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1117.JPG,Specimen,512,2017-03-24 04:25:32 UTC,2017-03-24 04:25:36 UTC,strict with interpolation,512,Animalia,Arthropoda,Arachnida,Araneae,Prodidomidae,Myandra,Species,Myandra bicincta,"(Simon, 1908)",,-33.77025556,151.1127472,500,70,"MQ campus, Sydney, NSW",0:00,23,3,2017,Jonas Wolff,136,Tiny black spider,1,2,,juvenile,,"Collected by Jonas under bark. Died because I froze it for too long.
Specimen broke apart.
Pickled in 96% ethanol 29-Mar-2017.",Aus Mus tentative,Ant-mimic spider,AA.1408,Aus Mus,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1118,../data/outline1cb0136245c.JPG,Myandra bicincta,512,mimic,Outline,Dry,Photo 1112,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1118.JPG,Specimen,512,2017-03-24 04:29:24 UTC,2017-03-24 04:29:27 UTC,strict with interpolation,512,Animalia,Arthropoda,Arachnida,Araneae,Prodidomidae,Myandra,Species,Myandra bicincta,"(Simon, 1908)",,-33.77025556,151.1127472,500,70,"MQ campus, Sydney, NSW",0:00,23,3,2017,Jonas Wolff,136,Tiny black spider,1,2,,juvenile,,"Collected by Jonas under bark. Died because I froze it for too long.
Specimen broke apart.
Pickled in 96% ethanol 29-Mar-2017.",Aus Mus tentative,Ant-mimic spider,AA.1408,Aus Mus,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3860,../data/outline1cb02b936b25.JPG,Myandra bicincta,514,mimic,Outline,Alive,Photo 1146,,NA,photo,http://localhost/images/photos/15/3860.JPG,Specimen,514,2017-08-16 16:56:22 UTC,2017-08-16 16:56:28 UTC,strict with interpolation,514,Animalia,Arthropoda,Arachnida,Araneae,Prodidomidae,Myandra,Species,Myandra bicincta,"(Simon, 1908)",,-33.77025556,151.1127472,500,70,"MQ campus, Sydney, NSW",0:00,23,3,2017,Jonas Wolff,136,Tiny black spider,1,1.9,Male,juvenile,,"Collected by Jonas under bark.
Pickled, 21-Apr-2017.",Aus Mus tentative,Ant-mimic spider,AA.1408,Aus Mus,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3861,../data/outline1cb04c273086.JPG,Myandra bicincta,514,mimic,Outline,Alive,Photo 1147,,NA,photo,http://localhost/images/photos/15/3861.JPG,Specimen,514,2017-08-16 17:06:15 UTC,2017-08-16 17:06:19 UTC,strict with interpolation,514,Animalia,Arthropoda,Arachnida,Araneae,Prodidomidae,Myandra,Species,Myandra bicincta,"(Simon, 1908)",,-33.77025556,151.1127472,500,70,"MQ campus, Sydney, NSW",0:00,23,3,2017,Jonas Wolff,136,Tiny black spider,1,1.9,Male,juvenile,,"Collected by Jonas under bark.
Pickled, 21-Apr-2017.",Aus Mus tentative,Ant-mimic spider,AA.1408,Aus Mus,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,1116,../data/outline1cb041fe6cea.jpg,Myandra bicincta,512,mimic,Outline,Dry,Photo 1108,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1116.jpg,Specimen,512,2017-03-24 04:20:36 UTC,2017-03-24 04:20:40 UTC,strict with interpolation,512,Animalia,Arthropoda,Arachnida,Araneae,Prodidomidae,Myandra,Species,Myandra bicincta,"(Simon, 1908)",,-33.77025556,151.1127472,500,70,"MQ campus, Sydney, NSW",0:00,23,3,2017,Jonas Wolff,136,Tiny black spider,1,2,,juvenile,,"Collected by Jonas under bark. Died because I froze it for too long.
Specimen broke apart.
Pickled in 96% ethanol 29-Mar-2017.",Aus Mus tentative,Ant-mimic spider,AA.1408,Aus Mus,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3862,../data/outline1cb06b6b424d.JPG,Myandra bicincta,514,mimic,Outline,Alive,Photo 1149,,NA,photo,http://localhost/images/photos/15/3862.JPG,Specimen,514,2017-08-16 17:13:34 UTC,2017-08-16 17:13:38 UTC,strict with interpolation,514,Animalia,Arthropoda,Arachnida,Araneae,Prodidomidae,Myandra,Species,Myandra bicincta,"(Simon, 1908)",,-33.77025556,151.1127472,500,70,"MQ campus, Sydney, NSW",0:00,23,3,2017,Jonas Wolff,136,Tiny black spider,1,1.9,Male,juvenile,,"Collected by Jonas under bark.
Pickled, 21-Apr-2017.",Aus Mus tentative,Ant-mimic spider,AA.1408,Aus Mus,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3863,../data/outline1cb0702e594c.JPG,Myandra bicincta,514,mimic,Outline,Alive,Photo 1148,,NA,photo,http://localhost/images/photos/15/3863.JPG,Specimen,514,2017-08-16 17:23:34 UTC,2017-08-16 17:23:38 UTC,strict with interpolation,514,Animalia,Arthropoda,Arachnida,Araneae,Prodidomidae,Myandra,Species,Myandra bicincta,"(Simon, 1908)",,-33.77025556,151.1127472,500,70,"MQ campus, Sydney, NSW",0:00,23,3,2017,Jonas Wolff,136,Tiny black spider,1,1.9,Male,juvenile,,"Collected by Jonas under bark.
Pickled, 21-Apr-2017.",Aus Mus tentative,Ant-mimic spider,AA.1408,Aus Mus,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,MCZ93522-,../data/MCZ93522_dorsal.jpg,Myrmapana centralis,MCZ93522,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCZ93522,,Myrmapana centralis,Yes,Michael's images or taxonomic paper,Myrmarachne_centralis_dorsal_X50_image2,Dorsal,Female,Photo,Yes,MCZ93522_dorsal.jpg,,,
Lateral,MCZ93522-,../data/MCZ93522_lateral_angle_adjust_deformed.jpg,Myrmapana centralis,MCZ93522,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCZ93522,,Myrmapana centralis,Yes,Michael's images or taxonomic paper,Myrmarachne_centralis_lateral_X50_image1,Lateral,Female,Photo,Yes,MCZ93522_lateral_angle_adjust_deformed.jpg,,Angle adjusted,Specimen deformed
Dorsal,MCZ108610-,../data/MCZ108610_dorsal_angle_adjust_interpolated_deformed.jpg,Myrmapana parallela,MCZ108610,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCZ108610,,Myrmapana parallela,Yes,Michael's images or taxonomic paper,Myrmarachne_parallela_dorsal_X50_image2,Dorsal,Male,Photo,Yes,MCZ108610_dorsal_angle_adjust_interpolated_deformed.jpg,Yes,"Angle adjusted, interpolated",Specimen deformed
Lateral,MCZ108610-,../data/MCZ108610_lateral_interpolated.jpg,Myrmapana parallela,MCZ108610,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCZ108610,,Myrmapana parallela,Yes,Michael's images or taxonomic paper,Myrmarachne_parallela_lateral_X50_image2,Lateral,Male,Photo,Yes,MCZ108610_lateral_interpolated.jpg,,Interpolated,
Dorsal,MCZ125078-,../data/MCZ125078_dorsal.jpg,Myrmapeni chickeringi,MCZ125078,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCZ125078,,Myrmapeni chickeringi,Yes,Michael's images or taxonomic paper,Myrmarachne_chickeringi_dorsal_X100_image1,Dorsal,Male,Photo,Yes,MCZ125078_dorsal.jpg,,,
Lateral,MCZ125078-,../data/MCZ125078_lateral_interpolated.jpg,Myrmapeni chickeringi,MCZ125078,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCZ125078,,Myrmapeni chickeringi,Yes,Michael's images or taxonomic paper,Myrmarachne_chickeringi_lateral_X100_image1,Lateral,Male,Photo,Yes,MCZ125078_lateral_interpolated.jpg,,Interpolated,
Dorsal,MCZ128934-,../data/MCZ128934_dorsal.jpg,Myrmaplata plataleoides,MCZ128934,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCZ128934,,Myrmaplata plataleoides,Yes,Michael's images or taxonomic paper,Myrmarachne_plataleoides_dorsal_X50_photoshop,Dorsal,Male,Photo,Yes,MCZ128934_dorsal.jpg,,,
Lateral,MCZ128934-,../data/MCZ128934_lateral_angle_adjust.jpg,Myrmaplata plataleoides,MCZ128934,mimic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MCZ128934,,Myrmaplata plataleoides,Yes,Michael's images or taxonomic paper,Myrmarachne_plataleoides_lateral_X50_photoshop2,Lateral,Male,Photo,Yes,MCZ128934_lateral_angle_adjust.jpg,,Angle adjusted,
Dorsal,3908,../data/outline1cb07a2cecf.JPG,Myrmarachne bicolor,810,mimic,Outline,Alive,Photo 2607,,NA,photo,http://localhost/images/photos/15/3908.JPG,Specimen,810,2017-08-17 18:08:38 UTC,2017-08-17 18:08:41 UTC,strict,810,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Species,Myrmarachne bicolor,"(L. Koch, 1879)",,-27.39862222,152.6181194,5,60.78912467,"Wivenhoe Dam, Qld",16:25,18,6,2017,Jim & Louis O'Neill,209,Golden bum ant mimicking jumper,1,5.8,,,,"Pickled in 70% ethanol, 12-Jul-2017.",1,Ant-mimic spider,,Michael Kelly,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3909,../data/outline1cb0212433dc.JPG,Myrmarachne bicolor,810,mimic,Outline,Alive,Photo 2608,,NA,photo,http://localhost/images/photos/15/3909.JPG,Specimen,810,2017-08-18 06:41:55 UTC,2017-08-18 06:41:59 UTC,strict,810,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Species,Myrmarachne bicolor,"(L. Koch, 1879)",,-27.39862222,152.6181194,5,60.78912467,"Wivenhoe Dam, Qld",16:25,18,6,2017,Jim & Louis O'Neill,209,Golden bum ant mimicking jumper,1,5.8,,,,"Pickled in 70% ethanol, 12-Jul-2017.",1,Ant-mimic spider,,Michael Kelly,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3910,../data/outline1cb044892132.JPG,Myrmarachne bicolor,810,mimic,Outline,Alive,Photo 2609,,NA,photo,http://localhost/images/photos/15/3910.JPG,Specimen,810,2017-08-18 06:50:42 UTC,2017-08-18 06:50:45 UTC,strict with interpolation,810,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Species,Myrmarachne bicolor,"(L. Koch, 1879)",,-27.39862222,152.6181194,5,60.78912467,"Wivenhoe Dam, Qld",16:25,18,6,2017,Jim & Louis O'Neill,209,Golden bum ant mimicking jumper,1,5.8,,,,"Pickled in 70% ethanol, 12-Jul-2017.",1,Ant-mimic spider,,Michael Kelly,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lateral,3911,../data/outline1cb079a23e70.JPG,Myrmarachne bicolor,810,mimic,Outline,Alive,Photo 2610,,NA,photo,http://localhost/images/photos/15/3911.JPG,Specimen,810,2017-08-18 07:02:20 UTC,2017-08-18 07:02:22 UTC,strict with interpolation,810,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Species,Myrmarachne bicolor,"(L. Koch, 1879)",,-27.39862222,152.6181194,5,60.78912467,"Wivenhoe Dam, Qld",16:25,18,6,2017,Jim & Louis O'Neill,209,Golden bum ant mimicking jumper,1,5.8,,,,"Pickled in 70% ethanol, 12-Jul-2017.",1,Ant-mimic spider,,Michael Kelly,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1102,../data/outline1cb010156a9f.JPG,Myrmarachne erythrocephala,508,mimic,Outline,Alive,Photo 1091,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1102.JPG,Specimen,508,2017-03-22 00:51:47 UTC,2017-03-22 00:51:50 UTC,strict,508,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Species,Myrmarachne erythrocephala,"(Koch, 1879)",,-15.57277778,144.4448861,5,74.24267782,"Qld, Laura River near Laura",11:03,16,3,2017,Jim,135,Ant-mimic spider,1,3.5,,,,Pickled in 96% ethanol 29-Mar-2017.,Robert Whyte,Ant-mimic spider,JMQK79,QM collection,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1104,../data/outline1cb03ffe3ed0.JPG,Myrmarachne erythrocephala,508,mimic,Outline,Alive,Photo 1092,Canon EOS 7D,NA,photo,http://localhost/images/photos/4/1104.JPG,Specimen,508,2017-03-22 00:56:47 UTC,2017-03-22 00:56:49 UTC,strict,508,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Species,Myrmarachne erythrocephala,"(Koch, 1879)",,-15.57277778,144.4448861,5,74.24267782,"Qld, Laura River near Laura",11:03,16,3,2017,Jim,135,Ant-mimic spider,1,3.5,,,,Pickled in 96% ethanol 29-Mar-2017.,Robert Whyte,Ant-mimic spider,JMQK79,QM collection,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1285,../data/outline1cb07c71300b.JPG,Myrmarachne erythrocephala,535,mimic,Outline,Alive,Photo 1281,Canon EOS 7D,NA,photo,http://localhost/images/photos/5/1285.JPG,Specimen,535,2017-04-08 06:13:09 UTC,2017-04-08 06:13:11 UTC,strict,535,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Species,Myrmarachne erythrocephala,"(Koch, 1879)",,-33.798425,151.1263722,10,54.20593368,"Macquarie Hospital grounds, North Ryde, NSW",14:37,8,4,2017,Jim,141,Golden ant mimicking jumper,1,4.7,,,Forma ornata,"Pickled in 96% ethanol, 9-May-2017.",1,Ant-mimic spider,,Michael Kelly,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1299,../data/outline1cb02f395601.JPG,Myrmarachne erythrocephala,535,mimic,Outline,Alive,Photo 1278,Canon EOS 7D,NA,photo,http://localhost/images/photos/5/1299.JPG,Specimen,535,2017-04-10 23:33:01 UTC,2017-04-10 23:33:09 UTC,strict,535,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Species,Myrmarachne erythrocephala,"(Koch, 1879)",,-33.798425,151.1263722,10,54.20593368,"Macquarie Hospital grounds, North Ryde, NSW",14:37,8,4,2017,Jim,141,Golden ant mimicking jumper,1,4.7,,,Forma ornata,"Pickled in 96% ethanol, 9-May-2017.",1,Ant-mimic spider,,Michael Kelly,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1300,../data/outline1cb0339e4b49.JPG,Myrmarachne erythrocephala,535,mimic,Outline,Alive,Photo 1279,Canon EOS 7D,NA,photo,http://localhost/images/photos/5/1300.JPG,Specimen,535,2017-04-10 23:41:48 UTC,2017-04-10 23:41:50 UTC,strict,535,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Species,Myrmarachne erythrocephala,"(Koch, 1879)",,-33.798425,151.1263722,10,54.20593368,"Macquarie Hospital grounds, North Ryde, NSW",14:37,8,4,2017,Jim,141,Golden ant mimicking jumper,1,4.7,,,Forma ornata,"Pickled in 96% ethanol, 9-May-2017.",1,Ant-mimic spider,,Michael Kelly,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1508,../data/outline1cb08e23661.JPG,Myrmarachne erythrocephala,577,mimic,Outline,Alive,Photo 1477,Canon EOS 7D,NA,photo,http://localhost/images/photos/6/1508.JPG,Specimen,577,2017-04-21 00:27:26 UTC,2017-04-21 00:27:28 UTC,strict,577,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Species,Myrmarachne erythrocephala,"(Koch, 1879)",,-33.76983889,151.1108694,10,74.41705069,"MQ campus, Sydney, NSW",10:37,20,4,2017,Louis O'Neill & Jim,157,Golden bum ant mimicking jumper,1,4.2,,juvenile,,"Pickled in 96% ethanol, 9-May-2017.",Aus Mus,Ant-mimic spider,AA.1402,Aus Mus,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,1510,../data/outline1cb0120912af.JPG,Myrmarachne erythrocephala,577,mimic,Outline,Alive,Photo 1476,Canon EOS 7D,NA,photo,http://localhost/images/photos/6/1510.JPG,Specimen,577,2017-04-21 00:32:46 UTC,2017-04-21 00:32:47 UTC,strict,577,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Species,Myrmarachne erythrocephala,"(Koch, 1879)",,-33.76983889,151.1108694,10,74.41705069,"MQ campus, Sydney, NSW",10:37,20,4,2017,Louis O'Neill & Jim,157,Golden bum ant mimicking jumper,1,4.2,,juvenile,,"Pickled in 96% ethanol, 9-May-2017.",Aus Mus,Ant-mimic spider,AA.1402,Aus Mus,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,2202,../data/outline1cb043032632.JPG,Myrmarachne erythrocephala,732,mimic,Outline,Alive,Photo 2186,,NA,photo,http://localhost/images/photos/8/2202.JPG,Specimen,732,2017-05-27 14:22:36 UTC,2017-05-27 14:22:38 UTC,strict,732,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Species,Myrmarachne erythrocephala,"(Koch, 1879)",,-33.77119444,151.1135417,10,82.31640625,"MQ campus, Sydney, NSW",14:26,17,5,2017,Louis O'Neill,178,Golden bum ant mimicking jumper,1,5.6,Male,,forma ornata,"Pickled in 70% ethanol, 13-June-2017.",Aus Mus,Ant-mimic spider,KS.129696,Aus Mus,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,2215,../data/outline1cb0570ad2d.JPG,Myrmarachne erythrocephala,732,mimic,Outline,Alive,Photo 2187,,NA,photo,http://localhost/images/photos/8/2215.JPG,Specimen,732,2017-05-28 11:50:00 UTC,2017-05-28 11:50:02 UTC,strict,732,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Species,Myrmarachne erythrocephala,"(Koch, 1879)",,-33.77119444,151.1135417,10,82.31640625,"MQ campus, Sydney, NSW",14:26,17,5,2017,Louis O'Neill,178,Golden bum ant mimicking jumper,1,5.6,Male,,forma ornata,"Pickled in 70% ethanol, 13-June-2017.",Aus Mus,Ant-mimic spider,KS.129696,Aus Mus,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,2310,../data/outline1cb028b723ca.JPG,Myrmarachne erythrocephala,661,mimic,Outline,Alive,Photo 1855,,NA,photo,http://localhost/images/photos/9/2310.JPG,Specimen,661,2017-06-05 12:49:27 UTC,2017-06-05 12:49:28 UTC,"strict, angles adjusted",661,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Species,Myrmarachne erythrocephala,"(Koch, 1879)",,-33.77179444,151.1152028,30,60.65020576,"MQ campus, Sydney, NSW",14:02,16,5,2017,Louis O'Neill,175,Golden bum ant mimicking jumper,1,5.2,,juvenile,,"Pickled in 70% ethanol, 11-Juk-2017.",Aus Mus,Ant-mimic spider,AA.1402,Aus Mus,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,2311,../data/outline1cb022d413c3.JPG,Myrmarachne erythrocephala,661,mimic,Outline,Alive,Photo 1856,,NA,photo,http://localhost/images/photos/9/2311.JPG,Specimen,661,2017-06-05 13:12:25 UTC,2017-06-05 13:12:27 UTC,"strict, angles adjusted",661,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Species,Myrmarachne erythrocephala,"(Koch, 1879)",,-33.77179444,151.1152028,30,60.65020576,"MQ campus, Sydney, NSW",14:02,16,5,2017,Louis O'Neill,175,Golden bum ant mimicking jumper,1,5.2,,juvenile,,"Pickled in 70% ethanol, 11-Juk-2017.",Aus Mus,Ant-mimic spider,AA.1402,Aus Mus,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,362,../data/outline1cb016f454b6.jpg,Myrmarachne erythrocephala,71,mimic,Outline,Alive,Photo 145,Canon EOS 7D,1,photo,http://localhost/images/photos/1/362.jpg,Specimen,71,2017-01-06 03:44:35 UTC,2017-01-10 03:14:20 UTC,strict,71,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Species,Myrmarachne erythrocephala,"(Koch, 1879)",,-33.77226111,151.1079889,10,0,"MQ campus, Sydney, NSW",14:30,5,10,2016,Jim,16,Ant mimic spider,1,4.6,,,forma ornata,"About 1m up tree, died in care",1,Ant mimic,12-Oct,,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,365,../data/outline1cb039d515f.jpg,Myrmarachne erythrocephala,76,mimic,Outline,Alive,Photo 152,Canon EOS 7D,NA,photo,http://localhost/images/photos/1/365.jpg,Specimen,76,2017-01-06 03:44:40 UTC,2017-01-06 03:44:42 UTC,strict,76,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Species,Myrmarachne erythrocephala,"(Koch, 1879)",,-33.79788889,151.1363306,10,0,"Blenheim Park, Sydney, NSW",11:30,9,10,2016,Jim,17,Ant mimic spider,1,8,,,Forma erato,"Slowly working its way down trunk from high up, died in, care, partially desiccated, legs all detached",,Ant mimic,13-Apr,In collection,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,367,../data/outline1cb0e447076.jpg,Myrmarachne erythrocephala,78,mimic,Outline,Alive,Photo 155,Canon EOS 7D,NA,photo,http://localhost/images/photos/1/367.jpg,Specimen,78,2017-01-06 03:44:44 UTC,2017-01-06 03:44:46 UTC,strict,78,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Species,Myrmarachne erythrocephala,"(Koch, 1879)",,-33.79693889,151.1353389,10,0,"Blenheim Park, Sydney, NSW",11:40,9,10,2016,Jim,18,Ant mimic spider,1,6.3,,,Forma erato,"About 1m up tree, no large ants on tree. Stored frozen, then pickled",1,Ant mimic,14-Feb,In collection,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dorsal,3717,../data/outline1cb0c73422f.JPG,Myrmarachne erythrocephala,824,mimic,Outline,Alive,Photo 2689,,NA,photo,http://localhost/images/photos/14/3717.JPG,Specimen,824,2017-08-09 03:36:44 UTC,2017-08-09 03:36:46 UTC,strict,824,Animalia,Arthropoda,Arachnida,Araneae,Salticidae,Myrmarachne,Species,Myrmarachne erythrocephala,"(Koch, 1879)",,-26.19545278,152.6595917,5,58.57348703,"Gympie, Qld",8:43,23,6,2017,Louis O'Neill,215,Small black ant mimic jumper,1,4.9,Male,adult,Forma ornata,"Juvenile? Pickled in 70% ethanol, 12-Jul-2017.",Aus Mus,Ant-mimic spider,KS.129728,Aus Mus,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
